"control_1" "control_2" "control_3" "fe_starved_no_ox_1" "fe_starved_no_ox_2" "fe_starved_no_ox_3" "ox_stress_with_fe_1" "ox_stress_with_fe_2" "ox_stress_with_fe_3" "fe_starved_ox_stress_1" "fe_starved_ox_stress_2" "fe_starved_ox_stress_3"
"Afu1g16190" 8514 3583 3858 7330 7922 8200 5827 7501 5514 4310 2123 4191
"Afu1g16200" 374 220 205 606 485 553 385 385 300 313 111 267
"Afu1g16210" 592 502 483 464 470 499 542 594 471 251 135 227
"Afu1g16220" 1099 696 641 1078 1231 1260 590 585 453 889 358 735
"Afu1g16230" 399 357 349 380 471 511 501 476 338 250 137 225
"Afu1g16240" 165 152 157 218 210 210 327 228 190 219 89 177
"Afu1g16250" 16247 14931 10988 462 505 578 7851 6092 8075 187 54 151
"Afu1g16260" 3 2 3 1 3 1 1 1 2 3 1 1
"Afu1g16270" 168 152 129 229 210 243 269 159 128 115 30 75
"Afu1g16280" 6545 5496 5013 4522 4584 5217 5459 5759 4672 1147 1425 1184
"Afu1g16290" 689 590 489 509 483 553 635 672 505 173 135 124
"Afu1g16300" 279 216 210 388 403 420 392 276 224 3258 4373 3245
"Afu1g16310" 88 65 60 214 162 136 155 72 61 732 829 584
"Afu1g16320" 229 197 174 515 552 526 405 316 224 817 313 719
"Afu1g16330" 1323 1293 1104 932 983 1245 1165 1318 1080 359 417 320
"Afu1g16340" 1312 1261 1197 1543 1720 2021 1282 1381 1101 793 499 714
"Afu1g16350" 194 138 158 346 319 376 206 239 166 500 222 522
"Afu1g16360" 37 27 32 71 63 81 43 49 33 86 37 87
"Afu1g16375" 529 436 383 765 716 755 755 580 482 1223 615 1178
"Afu1g16390" 42 21 41 47 39 39 76 48 41 67 53 49
"Afu1g16400" 42 36 29 69 59 71 69 60 39 19 11 17
"Afu1g16410" 51 28 39 61 80 86 74 41 39 32 13 21
"Afu1g16420" 8 8 8 28 37 31 24 16 9 2 3 8
"Afu1g16430" 32 23 29 23 30 35 49 26 28 36 32 19
"Afu1g16440" 28 22 34 1896 1454 1949 55 200 116 1686 357 1924
"Afu1g16450" 547 380 286 256 242 245 407 359 298 1549 1943 1649
"Afu1g16460" 3256 3086 3070 3234 4019 4026 3315 2940 2564 1791 2157 1820
"Afu1g16470" 899 722 640 591 708 639 910 856 721 579 517 639
"Afu1g16480" 1816 1602 1511 960 1136 1272 1616 1750 1415 1498 934 1570
"Afu1g16490" 152 186 127 346 289 299 301 200 158 926 481 807
"Afu1g16500" 527 462 395 600 458 545 988 687 625 250 70 193
"Afu1g16505" 28 32 33 118 113 173 66 48 38 26 35 34
"Afu1g16510" 340 261 275 490 470 475 414 330 279 453 185 439
"Afu1g16523" 8873 8178 7581 5200 4891 5374 7475 8137 6764 1667 650 1317
"Afu1g16540" 180 180 151 239 189 245 344 223 187 53 26 41
"Afu1g16550" 222 250 169 382 312 408 341 308 247 270 217 256
"Afu1g16553" 165 138 133 260 256 286 289 268 199 369 197 357
"Afu1g16556" 59 25 27 55 49 46 53 101 60 27 27 52
"Afu1g16560" 89 34 23 64 74 65 40 24 33 36 39 24
"Afu1g16564" 300 134 110 727 650 786 294 407 285 448 614 438
"Afu1g16570" 325 212 194 375 433 420 403 296 246 662 390 686
"Afu1g16580" 168 110 130 124 190 184 178 132 108 443 243 351
"Afu1g16590" 2591 2707 2360 247 345 349 6018 2229 2340 65 44 57
"Afu1g16600" 257 277 279 115 130 156 531 466 415 49 25 63
"Afu1g16610" 226 226 188 335 360 369 402 331 267 570 320 536
"Afu1g16620" 238 208 173 326 311 326 508 289 264 217 106 189
"Afu1g16630" 51 44 55 99 79 101 60 67 60 137 88 135
"Afu1g16635" 117 105 93 190 177 198 209 164 101 57 19 28
"Afu1g16640" 24 32 26 178 269 262 50 32 30 62 51 46
"Afu1g16650" 616 452 485 808 829 866 811 633 491 748 255 683
"Afu1g16660" 910 686 683 581 548 592 975 935 773 373 316 324
"Afu1g16670" 7 9 5 1 1 1 3 2 1 0 2 0
"Afu1g16680" 3048 2480 2492 3549 4664 4627 3309 2986 2277 1868 1316 1685
"Afu1g16690" 551 399 377 418 585 613 531 521 403 125 31 77
"Afu1g16700" 656 453 513 524 688 591 572 622 437 211 75 122
"Afu1g16710" 3748 3102 2954 2539 3244 3086 3356 4543 2949 1492 2809 1041
"Afu1g16720" 402 356 325 414 432 463 704 496 430 642 262 576
"Afu1g16730" 764 790 698 860 788 968 1764 1291 984 498 1060 450
"Afu1g16740" 174 141 126 147 150 169 259 206 157 91 99 61
"Afu1g16745" 952 942 836 1231 1414 1548 1165 1024 814 478 222 448
"Afu1g16750" 735 713 630 786 781 844 989 1007 885 345 203 282
"Afu1g16760" 55 55 41 185 150 222 147 297 185 254 418 291
"Afu1g16770" 49 18 29 153 128 152 70 67 55 51 48 61
"Afu1g16780" 1753 1602 1582 2140 2392 2525 2596 2103 1637 2661 1527 2786
"Afu1g16790" 962 789 774 958 1088 1204 1193 1043 824 1279 971 1302
"Afu1g16800" 1327 1016 925 1183 1167 1304 1627 1297 1099 1003 545 767
"Afu1g16810" 838 1050 943 553 561 605 3094 2531 2437 380 138 346
"Afu1g16820" 646 743 655 538 510 515 1165 808 795 460 210 460
"Afu1g16830" 346 303 316 360 438 468 518 445 371 571 383 590
"Afu1g16840" 15035 11655 11482 10138 11870 12672 17047 16809 13942 8524 5577 8876
"Afu1g16850" 17585 11353 11465 6480 8304 8229 8869 9153 7492 9183 12133 10033
"Afu1g16860" 55 40 39 30 35 32 34 18 15 13 21 10
"Afu1g16870" 102 74 87 40 29 36 84 50 55 67 105 46
"Afu1g16880" 220 176 183 107 160 140 279 250 177 61 29 40
"Afu1g16890" 3 1 1 9 10 10 1 5 4 2 0 0
"Afu1g16900" 3 3 2 6 5 12 1 3 0 11 1 14
"Afu1g16910" 1 2 1 2 10 10 2 2 3 4 4 4
"Afu1g16920" 12 15 13 16 28 22 16 17 22 15 13 22
"Afu1g16930" 2 4 2 7 12 7 5 7 2 22 10 19
"Afu1g16940" 412 419 298 404 363 427 512 475 351 189 222 176
"Afu1g16950" 212 192 188 381 332 354 412 273 206 365 156 273
"Afu1g16960" 16 15 12 23 26 22 37 21 12 28 11 24
"Afu1g16970" 885 775 667 949 937 888 1164 855 718 2217 2116 2192
"Afu1g16980" 377 349 353 681 645 555 871 562 410 4848 4937 4104
"Afu1g16990" 212 183 161 237 265 218 246 209 163 457 235 421
"Afu1g17000" 427 394 333 265 289 278 370 360 303 508 318 580
"Afu1g17010" 30 32 40 29 39 45 50 35 25 21 40 16
"Afu1g17020" 271 225 188 214 209 191 338 222 199 91 339 78
"Afu1g17030" 386 265 246 80 90 79 358 312 291 252 428 173
"Afu1g17040" 3638 2675 2609 961 1311 1082 2349 2349 2033 8213 7695 7592
"Afu1g17050" 63 66 49 86 69 72 91 49 46 71 76 77
"Afu1g17060" 8 8 7 27 29 28 45 16 14 11 7 7
"Afu1g17070" 3060 1923 1561 537 704 567 3707 3531 2778 346 275 191
"Afu1g17080" 0 0 0 0 0 0 0 0 0 0 0 0
"Afu1g17090" 318 331 264 268 299 282 383 374 291 375 214 396
"Afu1g17100" 551 395 380 453 506 483 708 619 527 314 119 317
"Afu1g17110" 623 481 475 1777 1814 2065 755 621 498 2684 1102 2400
"Afu1g17120" 591 611 524 368 447 557 535 486 573 403 1188 338
"Afu1g17130" 79 62 63 21 40 32 84 62 69 18 25 19
"Afu1g17140" 228 197 173 568 412 497 264 290 249 185 77 175
"Afu1g17150" 129 57 69 452 478 468 147 96 77 194 35 109
"Afu1g17160" 7 4 6 17 18 18 8 8 1 15 18 18
"Afu1g17170" 504 293 276 116 83 77 32 46 31 120 155 101
"Afu1g17180" 218 199 185 20915 22324 24202 189 80 98 32390 16254 31879
"Afu1g17190" 81 68 71 11055 10652 13075 83 34 36 10262 7741 11235
"Afu1g17200" 1257 1150 1166 7945 10174 11949 1217 1233 978 9593 7165 9958
"Afu1g17210" 0 0 0 1 0 2 0 0 1 0 0 0
"Afu1g17220" 2 3 6 22 23 29 6 4 0 22 15 14
"Afu1g17230" 178 112 148 160 153 171 168 120 124 40 63 44
"Afu1g17240" 157 139 128 81 123 136 202 144 119 78 156 63
"Afu1g17250" 124660 118169 98659 16622 22063 22634 113612 67686 74083 283 486 341
"Afu1g17260" 130 97 71 467 340 445 199 89 85 60 150 37
"Afu1g17270" 341 210 196 5944 6942 7950 199 162 134 1688 6232 2021
"Afu1g17280" 279 272 228 707 841 820 394 366 293 406 251 509
"Afu1g17290" 100 66 70 163 169 156 102 87 74 168 74 174
"Afu1g17310" 314 291 242 183 187 187 604 312 276 98 53 78
"Afu1g17320" 6 7 7 338 297 470 33 46 27 144 384 114
"Afu1g17340" 16 12 13 107 101 120 21 17 15 26 149 44
"Afu1g17350" 5374 2597 2471 1635 2182 1947 2496 1838 1766 1334 2367 1650
"Afu1g17360" 284 241 180 290 312 328 381 208 178 294 139 267
"Afu1g17370" 5 22 7 14 13 13 16 9 6 60 63 63
"Afu1g17380" 8 15 7 1 6 0 11 8 4 34 8 15
"Afu1g17390" 264 190 190 116 132 130 135 116 84 44 23 29
"Afu1g17400" 841 618 550 235 269 286 914 659 579 211 164 205
"Afu1g17410" 130 88 85 92 112 85 124 80 75 203 513 174
"Afu1g17420" 16 13 12 12 19 18 18 19 6 35 101 25
"Afu1g17430" 18 14 13 9 8 3 9 4 18 13 42 15
"Afu1g17440" 7 8 5 4 2 2 2 1 0 0 1 0
"Afu1g17460" 310 230 217 291 239 251 433 389 315 131 59 108
"Afu1g17470" 4389 3260 2774 6335 6095 6983 7049 6000 4438 533 169 342
"Afu1g17480" 80 36 38 32 56 52 150 67 76 12 6 2
"Afu1g17490" 150 94 99 122 140 153 278 171 137 16 14 16
"Afu1g17500" 0 1 0 0 0 0 0 1 0 0 1 0
"Afu1g17520" 203 149 156 144 123 138 249 188 173 10 4 13
"Afu1g17530" 91 85 83 134 148 175 112 99 74 14 7 8
"Afu1g17540" 1 0 0 2 0 2 2 0 1 2 3 4
"Afu1g17542" 75 72 57 152 111 146 74 84 66 37 17 30
"Afu1g17545" 0 0 1 0 0 0 0 0 0 0 0 1
"Afu1g17550" 383 282 329 128 203 151 439 360 309 152 391 126
"Afu1g17560" 34 40 36 60 56 70 61 43 45 19 19 19
"Afu1g17570" 0 1 2 0 1 2 0 1 0 1 0 1
"Afu1g17580" 7 5 6 15 18 4 2 3 5 3 7 2
"Afu1g17590" 3 4 6 3 10 10 5 5 2 1 0 1
"Afu1g17600" 0 0 0 0 0 1 0 0 0 0 0 0
"Afu1g17610" 0 1 1 1 2 1 2 1 1 2 1 0
"Afu1g17620" 8 26 24 101 85 104 72 245 139 63 15 61
"Afu1g17630" 168 74 81 30 15 15 52 123 55 9 11 6
"Afu1g17640" 2 2 1 2 3 3 2 4 0 4 13 6
"Afu1g17650" 3 2 0 1 1 0 2 2 2 0 6 1
"Afu1g17660" 3 3 1 0 1 1 9 0 7 0 1 1
"Afu1g17670" 0 0 0 1 2 4 0 0 0 0 1 1
"Afu1g17680" 5 7 9 2 1 1 25 13 12 2 4 3
"Afu1g17690" 37 41 50 2 2 3 49 27 46 4 3 5
"Afu1g17700" 14 15 9 14 10 7 28 14 18 0 0 0
"Afu1g17710" 2 2 3 6 7 2 1 1 0 0 1 0
"Afu1g17720" 0 0 0 0 0 0 0 0 0 0 0 0
"Afu1g17723" 0 0 0 0 0 0 0 1 0 5 1 1
"Afu1g17725" 5 5 3 1 2 5 3 3 0 8 7 11
"Afu1g17730" 0 3 5 4 2 4 4 3 0 0 1 0
"Afu1g17740" 23 30 17 68 64 83 29 23 27 5 6 7
"Afu1g17750" 182 173 151 286 225 266 253 201 178 125 72 136
"Afu1tD(GUC)1" 0 0 0 1 0 1 0 0 0 0 0 0
"Afu1tD(GUC)2" 0 0 0 1 1 1 0 0 0 0 0 1
"Afu1tD(GUC)3" 2 0 3 3 5 7 0 1 0 0 9 4
"Afu1tE(CUC)1" 0 0 1 0 1 0 0 0 1 1 0 0
"Afu1tE(UUC)1" 0 0 0 0 0 0 0 0 0 0 0 0
"Afu1tE(UUC)2" 0 0 0 1 0 0 0 0 0 0 0 0
"Afu1tE(UUC)3" 0 0 0 0 0 0 0 0 0 0 0 0
"Afu1tG(GCC)1" 0 0 0 0 0 0 0 0 0 0 0 0
"Afu1tG(GCC)2" 0 0 0 0 0 0 0 0 0 0 0 0
"Afu1tG(UCC)1" 0 0 0 0 0 0 0 0 0 0 0 0
"Afu1tM(CAU)1" 0 0 0 0 0 0 0 0 1 0 0 0
"Afu1tP(AGG)1" 142 107 114 133 96 108 286 113 120 188 181 156
"Afu1tP(AGG)2" 0 0 1 0 0 0 0 0 0 0 1 1
"Afu1tP(CGG)1" 0 0 0 0 0 0 0 0 0 0 1 0
"Afu1tP(UGG)1" 0 0 0 0 0 0 0 0 1 0 0 0
"Afu1tQ(CUG)2" 0 0 0 0 0 0 0 0 0 0 0 0
"Afu1tQ(CUG)3" 0 0 0 0 0 0 0 1 1 0 0 0
"Afu1tQ(CUG)4" 0 0 0 0 0 0 0 0 0 0 0 0
"Afu1tQ(CUG)5" 0 0 0 0 0 0 0 0 0 0 0 0
"Afu1tQ(CUG)6" 0 1 0 0 0 0 0 0 0 0 0 0
"Afu1tS(AGA)2" 1 0 0 0 0 0 0 0 0 0 0 0
"Afu1tS(AGA)3" 0 0 0 0 0 0 0 0 0 0 0 0
"Afu1tS(GCU)1" 0 0 0 0 0 0 1 0 0 0 0 0
"Afu1tS(GCU)2" 0 1 0 0 0 0 0 0 0 0 0 0
"Afu1tS(GCU)3" 0 0 0 0 0 0 0 0 0 0 0 0
"Afu1tS(UGA)1" 0 0 0 0 0 0 0 0 0 0 1 0
"Afu1tV(CAC)1" 0 0 0 0 0 0 1 0 0 0 0 0
"Afu1tY(GUA)1" 0 0 0 0 0 0 0 0 0 0 0 0
"Afu1tY(GUA)2" 0 0 0 1 0 0 0 1 1 0 0 0
"Afu1tY(GUA)4" 6 5 2 6 3 6 5 6 6 5 4 8
"Afu1tY(GUA)5" 1 0 0 0 0 0 0 0 1 0 0 0
"Afu1tY(GUA)6" 0 0 0 0 0 0 0 0 0 0 0 0
"Afu2g00090" 0 0 0 0 0 0 0 0 0 0 0 0
"Afu2g00100" 1327 1361 1266 1594 1643 1724 1598 1685 1475 518 223 510
"Afu2g00110" 19 10 13 38 49 39 19 15 15 7 1 2
"Afu2g00120" 1 0 4 12 3 13 3 3 1 3 1 3
"Afu2g00130" 0 0 0 1 1 4 0 1 2 2 0 1
"Afu2g00140" 1 3 3 1 3 8 6 1 1 0 3 2
"Afu2g00150" 1 0 0 0 4 1 1 4 1 8 13 2
"Afu2g00160" 0 0 0 0 0 1 0 0 0 0 5 1
"Afu2g00170" 3 0 0 0 0 1 1 1 1 9 60 10
"Afu2g00180" 1194 714 760 317 466 415 1107 1067 912 3024 8185 3388
"Afu2g00190" 0 0 0 0 0 0 1 0 2 0 0 1
"Afu2g00200" 0 0 0 0 0 0 0 0 0 0 0 0
"Afu2g00210" 589 538 543 62 61 74 284 238 219 211 366 203
"Afu2g00220" 1024 850 729 526 538 547 1438 904 787 331 464 317
"Afu2g00230" 24 18 17 211 177 210 56 15 22 153 447 157
"Afu2g00240" 6 7 4 106 96 101 20 20 12 80 97 62
"Afu2g00250" 21 17 17 25 19 21 20 41 9 2 2 3
"Afu2g00260" 13 25 13 85 48 81 70 36 22 34 14 43
"Afu2g00270" 14 7 15 10 16 21 26 15 16 11 2 3
"Afu2g00300" 52 57 47 107 107 102 97 56 62 188 58 127
"Afu2g00310" 691 506 485 864 893 914 1024 694 559 1004 509 840
"Afu2g00320" 1845 1473 1685 6079 6267 7028 1310 1576 1192 12387 11616 12457
"Afu2g00330" 162 169 174 437 425 433 188 204 142 457 1763 277
"Afu2g00340" 45 42 28 46 22 30 53 38 27 16 11 11
"Afu2g00350" 21 12 6 21 15 13 30 12 15 4 5 5
"Afu2g00360" 355 278 225 386 444 422 448 384 310 583 351 529
"Afu2g00370" 1585 1213 1207 2052 2278 2164 1912 1900 1351 977 606 711
"Afu2g00380" 7 4 5 21 19 19 10 11 3 5 3 1
"Afu2g00390" 25 15 11 0 3 0 1 1 4 11 22 9
"Afu2g00400" 12 8 3 1 3 6 2 6 4 5 9 4
"Afu2g00410" 77 70 74 43 46 54 73 89 71 25 42 27
"Afu2g00420" 10 9 16 41 36 34 8 9 10 0 0 2
"Afu2g00430" 5 4 7 8 5 7 2 1 6 1 6 3
"Afu2g00440" 123 91 75 11 9 11 25 31 28 54 36 46
"Afu2g00450" 78 52 39 15 22 21 35 39 43 227 1360 164
"Afu2g00460" 5 5 5 29 18 38 3 4 3 57 48 68
"Afu2g00470" 97 47 28 31 26 34 43 62 38 99 166 100
"Afu2g00480" 2 1 1 8 11 4 3 4 3 14 29 11
"Afu2g00490" 5 3 3 3 1 6 3 4 0 6 1 7
"Afu2g00500" 1678 939 983 6577 7227 6946 2583 2182 1544 2591 1378 2306
"Afu2g00510" 3 0 0 0 2 4 2 0 1 0 0 0
"Afu2g00520" 19 30 20 49 44 34 26 15 18 3 3 2
"Afu2g00530" 89 114 82 2038 2930 2777 230 188 173 40 16 66
"Afu2g00540" 20 25 11 14500 22174 21757 190 83 68 208 210 307
"Afu2g00550" 0 1 2 21 21 30 1 3 0 10 11 12
"Afu2g00560" 3 1 0 60 75 84 1 1 1 13 37 15
"Afu2g00570" 209 168 175 1444 1058 1467 393 781 542 2731 2544 2885
"Afu2g00580" 70 157 152 5338 3881 6088 167 296 205 25243 31320 28505
"Afu2g00590" 158 165 124 236 170 220 109 146 135 381 1171 515
"Afu2g00600" 1 0 1 3 2 1 2 2 0 10 8 8
"Afu2g00620" 0 0 2 1 1 2 0 0 0 0 2 2
"Afu2g00625" 11 8 6 9 10 13 8 7 12 1 2 2
"Afu2g00630" 171 105 108 11 27 20 28 25 24 12 14 12
"Afu2g00640" 36 11 12 21 19 12 14 11 12 22 8 10
"Afu2g00650" 76 62 50 41 22 27 47 44 49 36 34 40
"Afu2g00656" 9 9 5 2 1 3 6 3 4 3 3 3
"Afu2g00660" 1467 1188 1122 1766 1945 2084 1666 1648 1272 2700 2676 2173
"Afu2g00670" 59 72 45 25 28 32 59 60 35 32 92 30
"Afu2g00680" 486 423 274 86 94 91 309 174 190 162 76 139
"Afu2g00690" 69 72 36 10 16 12 105 28 44 3 5 6
"Afu2g00700" 7 6 5 0 0 1 10 1 5 0 0 1
"Afu2g00710" 166 96 82 22 45 38 78 35 47 139 127 157
"Afu2g00720" 4059 4335 3398 2002 2473 2348 2774 2809 2452 845 503 916
"Afu2g00730" 345 324 260 1021 972 1093 617 768 625 295 201 227
"Afu2g00740" 473 514 434 1241 1270 1434 1143 1263 1058 456 303 442
"Afu2g00750" 109 83 58 109 122 132 99 121 93 78 38 73
"Afu2g00760" 42 29 29 95 188 120 29 38 29 19 22 25
"Afu2g00770" 613 612 537 540 677 767 351 446 397 182 112 296
"Afu2g00780" 342 413 365 1569 1401 1737 508 514 437 316 170 293
"Afu2g00790" 962 877 798 380 551 487 596 664 609 2827 6529 2896
"Afu2g00800" 33 25 25 49 48 31 32 23 24 8 16 9
"Afu2g00810" 4 3 3 12 9 9 7 3 6 4 16 4
"Afu2g00820" 17 18 9 20 16 20 18 10 11 23 1 15
"Afu2g00830" 56 52 62 81 92 86 108 91 75 59 15 56
"Afu2g00840" 31 30 30 34 32 26 121 45 47 7 6 5
"Afu2g00850" 4 2 1 7 13 6 5 3 2 2 2 1
"Afu2g00860" 260 115 127 71 65 53 96 71 66 53 31 39
"Afu2g00870" 111 101 95 487 444 508 334 199 174 83 37 64
"Afu2g00880" 162 81 95 228 278 305 159 98 89 334 2299 386
"Afu2g00890" 49 28 35 96 95 101 49 31 34 158 779 166
"Afu2g00900" 0 1 1 1 5 1 0 4 0 0 15 7
"Afu2g00910" 37 23 38 207 217 211 36 31 20 255 557 261
"Afu2g00920" 10 4 2 24 19 24 6 4 5 25 15 19
"Afu2g00930" 21 6 11 68 44 72 8 6 1 119 140 137
"Afu2g00940" 99 78 82 309 318 357 149 121 103 1269 2153 1500
"Afu2g00960" 46 35 47 254 289 363 288 67 62 364 1269 279
"Afu2g00963" 17 16 14 138 121 132 56 22 16 104 394 72
"Afu2g00967" 483 660 536 287 319 370 3217 518 768 149 81 137
"Afu2g00970" 236 183 211 344 377 395 275 253 281 1599 1104 1787
"Afu2g00980" 39 52 37 140 114 114 55 104 80 126 72 116
"Afu2g00990" 16 25 19 56 44 54 48 65 37 64 26 67
"Afu2g01000" 264 270 252 262 265 282 307 254 207 37 30 31
"Afu2g01010" 46995 36308 35215 16867 17660 17845 23547 26076 23562 3265 5543 2751
"Afu2g01030" 106 68 61 289 322 276 108 83 77 178 53 232
"Afu2g01040" 2752 2397 2202 2149 1996 2125 2584 2600 2294 8515 4198 8755
"Afu2g01050" 1448 1374 1254 1710 1627 1826 1836 1552 1204 2597 2859 3101
"Afu2g01060" 1219 1085 1066 1764 2197 2255 1687 1535 1261 1624 1506 1718
"Afu2g01070" 329 398 349 236 285 249 443 365 272 116 75 89
"Afu2g01080" 359 296 301 944 939 1008 705 462 422 685 199 607
"Afu2g01090" 586 477 446 604 663 685 832 650 520 471 117 431
"Afu2g01100" 172 411 366 85 97 131 348 326 273 106 71 118
"Afu2g01110" 94 100 107 141 140 152 221 143 129 111 51 90
"Afu2g01120" 210 179 205 203 212 224 349 271 189 402 333 423
"Afu2g01130" 676 604 576 690 746 743 847 729 627 1308 802 1313
"Afu2g01140" 2299 2145 2375 1523 1885 2037 2932 2736 2344 886 1267 845
"Afu2g01150" 318 323 317 144 174 184 656 458 368 61 111 46
"Afu2g01160" 347 300 308 236 237 251 759 522 435 48 52 36
"Afu2g01170" 28066 27853 28662 15182 20138 19334 28429 27587 23543 5936 10941 5871
"Afu2g01180" 141 157 133 147 161 169 185 177 163 54 27 56
"Afu2g01190" 1318 846 948 2206 2177 2275 984 1229 746 787 132 682
"Afu2g01200" 882 550 609 1160 989 1135 865 1093 811 748 198 638
"Afu2g01210" 1833 1570 1657 2226 2201 2607 2112 2262 1838 1761 665 1690
"Afu2g01220" 2592 2325 2064 1631 2053 1944 3111 2243 2132 2882 1142 2944
"Afu2g01230" 57 46 54 218 185 248 82 60 41 55 14 55
"Afu2g01240" 313 228 248 421 507 478 365 318 239 77 112 57
"Afu2g01250" 1236 909 987 854 1146 1074 1646 1414 1145 1358 6848 1039
"Afu2g01260" 5014 3831 4260 7849 8438 9541 4327 4501 3384 5876 6750 5988
"Afu2g01270" 161 98 130 181 204 176 176 143 105 103 248 73
"Afu2g01280" 7 7 9 13 13 11 15 13 11 32 25 21
"Afu2g01290" 170 187 167 81 94 123 251 204 213 78 53 59
"Afu2g01300" 66 64 81 44 54 51 152 115 105 32 6 23
"Afu2g01310" 375 351 337 549 608 639 601 457 408 221 47 232
"Afu2g01320" 4008 3134 3160 10042 11835 11721 6891 3593 3031 2427 2386 1747
"Afu2g01330" 300 304 277 371 406 458 385 306 259 257 381 180
"Afu2g01340" 2 4 1 3 7 10 1 3 5 12 32 13
"Afu2g01350" 257 215 250 906 811 797 528 334 243 945 1050 878
"Afu2g01360" 203 202 145 159 165 175 251 216 160 56 15 55
"Afu2g01370" 20 20 12 27 25 30 45 16 19 12 11 5
"Afu2g01380" 52 53 24 186 128 169 67 53 49 439 1193 308
"Afu2g01390" 132 119 119 642 574 602 176 126 114 14540 11842 15431
"Afu2g01400" 77 64 78 90 118 119 119 96 96 1564 1804 1525
"Afu2g01405" 35 17 9 13 16 17 9 15 12 18 31 18
"Afu2g01410" 1024 547 540 448 492 492 291 307 271 1524 1683 1657
"Afu2g01420" 0 0 1 0 0 0 0 0 0 0 0 0
"Afu2g01430" 6677 5537 5292 6471 8200 8597 4530 4654 3918 4465 5401 4518
"Afu2g01440" 637 586 513 2028 1984 2442 685 532 444 3237 5753 3292
"Afu2g01450" 476 378 347 627 674 705 529 397 329 447 200 447
"Afu2g01460" 510 525 400 543 518 532 603 525 498 91 32 87
"Afu2g01470" 108 117 77 93 94 117 128 112 89 25 7 16
"Afu2g01480" 683 708 626 728 756 896 845 785 708 232 239 222
"Afu2g01490" 4 5 3 6 4 5 6 2 1 1 2 1
"Afu2g01500" 214 173 178 408 405 453 410 311 249 278 81 213
"Afu2g01510" 179 148 134 229 201 220 287 241 176 128 37 91
"Afu2g01520" 1001 823 739 786 1084 1114 933 910 733 251 103 164
"Afu2g01530" 755 632 537 674 697 710 812 733 603 375 133 388
"Afu2g01540" 670 610 562 745 710 748 828 724 591 1113 435 1026
"Afu2g01550" 1358 1093 1121 1181 1256 1255 1323 1196 948 1518 916 1463
"Afu2g01570" 569 605 548 954 956 1187 835 730 653 614 236 677
"Afu2g01580" 130 118 93 127 140 144 214 145 137 36 20 40
"Afu2g01590" 574 842 784 1018 1282 1183 1222 979 831 3438 2596 3674
"Afu2g01600" 29 45 29 100 152 141 92 60 41 41 29 28
"Afu2g01610" 390 395 321 468 518 531 631 471 395 216 100 143
"Afu2g01620" 147 184 182 268 215 215 412 227 189 81 36 45
"Afu2g01630" 521 475 454 763 741 738 644 501 465 601 361 512
"Afu2g01640" 1480 1295 1230 2174 2034 2304 2395 2088 1722 1038 492 1008
"Afu2g01650" 189 196 178 67 75 95 359 229 185 73 76 87
"Afu2g01660" 3678 3388 3330 1547 1930 1976 3232 3500 2836 741 472 628
"Afu2g01670" 1054 1022 975 1452 1667 1602 1513 1438 1121 1661 484 1500
"Afu2g01680" 1 3 3 4 3 6 15 9 2 0 2 3
"Afu2g01690" 59 31 28 35 35 37 39 36 38 217 31 187
"Afu2g01700" 3258 2324 2387 2082 2540 2350 2377 2473 1938 2361 2650 2569
"Afu2g01710" 702 391 595 1663 1343 1542 503 697 415 1013 1273 1035
"Afu2g01720" 1953 1770 1977 23194 24299 27636 1716 2959 2177 17255 13787 20407
"Afu2g01730" 44 36 32 78 57 87 54 44 28 1344 1481 1542
"Afu2g01740" 148 93 93 55 75 61 107 90 66 275 191 485
"Afu2g01750" 10450 9805 9256 4759 5297 5195 10777 11222 9565 5810 3295 5740
"Afu2g01760" 377 396 407 366 462 453 585 456 412 233 257 237
"Afu2g01770" 4 3 7 27 19 23 15 38 24 2 3 4
"Afu2g01780" 837 709 660 415 439 537 540 713 592 209 212 223
"Afu2g01790" 1907 1503 1591 628 787 800 1320 1469 1137 172 104 142
"Afu2g01800" 62 64 53 53 75 56 84 77 51 50 29 62
"Afu2g01810" 1325 1090 1040 1051 1304 1187 991 1027 806 2428 2466 2601
"Afu2g01820" 1279 1308 1245 1350 1580 1552 1625 1378 1024 2166 1248 2194
"Afu2g01830" 2706 2749 2607 1619 2181 2262 3057 2823 2295 1359 1336 1451
"Afu2g01840" 177 136 124 249 243 250 253 188 150 59 11 44
"Afu2g01850" 536 469 439 321 295 326 539 417 409 248 42 240
"Afu2g01860" 266 305 214 378 394 432 399 309 253 294 169 272
"Afu2g01870" 1657 1138 1223 1831 2175 2161 2443 1994 1420 1813 837 1472
"Afu2g01880" 512 402 436 394 401 403 756 576 534 175 118 139
"Afu2g01890" 1387 1186 1235 1885 2030 2191 1083 1240 933 4314 5318 4287
"Afu2g01900" 728 587 642 998 1122 1158 858 821 601 2444 3413 2366
"Afu2g01910" 846 708 587 986 1196 1147 1103 1104 785 274 251 293
"Afu2g01920" 862 825 690 1403 1306 1474 1169 1175 845 912 987 1000
"Afu2g01930" 513 455 374 362 391 378 657 469 436 357 292 410
"Afu2g01940" 2518 1651 1483 700 726 662 962 1015 822 1476 2772 1628
"Afu2g01950" 187 85 64 44 58 41 114 77 77 66 66 78
"Afu2g01960" 51 22 26 50 59 58 49 29 40 31 13 22
